,match,time,slot,text,target
43101,2067,2751.9838,6,scratch my back ladies,
43105,2067,3025.5155,7,cum back 8----...,1
43106,2067,3035.6835,2,two hearts sseemsgood,
43107,2067,3051.5375,2,pretty sure we were closse in networth most of the time,
43158,2070,7.53494,2,last 3 games not counted because of early abadons,
43160,2070,81.16345,3,sorry lag,
43163,2070,672.28579,9,Specter so ez,
43165,2070,1505.88219,9,what are u guys,
43166,2070,1509.41469,9,herald?,
43209,2074,561.1297,3,u can't play vs superpudge,
43221,2075,-99.8423,2,arc offlane bois,
43223,2075,-33.25856,2,arc offlane carry meele sem stout shield,
43273,2079,606.05203,6,hard game :LP,
43274,2079,1602.8419,5,this ,
43280,2079,1878.063,8,report team,
43337,2082,3022.33567,6,welcome to,
43338,2082,3024.27567,6,low priority,
43343,2083,1756.3081,4,numbers in your languea,
43344,2083,1759.6529,4,what the fuck,2
43350,2084,992.4244,9,this was a smoke,
43351,2084,2052.2776,7,Cool hero,
43352,2084,2120.8444,7,OSfrog,
43367,2085,87.01208,9,whats ur problem,
43369,2085,1529.55985,6,report doom and get my commend,
43370,2085,1534.75855,6,u dont rly wna end up in his team,
43375,2085,1605.67455,9,well played sir deserved victory !,
43376,2085,1613.47265,4,ty ;),
43381,2085,1638.86645,2,this,
43382,2085,1641.86575,2,victory,
43388,2086,2584.5957,1,report zeus and necro,
43389,2086,2587.0708,1,braindead children,1
43391,2086,2681.3921,1,report zus and necro,
43397,2088,-86.57886,0,He asked for a pause to recconect,
43426,2090,-47.25512,1,just give me a reason,
43427,2090,-47.25512,5,cat is on fire,
43429,2090,-47.25512,1,reason,
43430,2090,-47.25512,0,LIES YOU DON`T HAVE FIRE!,
43488,2093,553.79815,9,thanks!,
43490,2093,565.12869,3,dont fucking play,2
43491,2093,574.72635,8,tell that to your weaver,
43512,2093,2147.86305,4,he go play ti,
43514,2093,2185.12335,0,why me,
43516,2094,49.9878,6,rofl,
43521,2094,353.04715,9,tb,
43522,2094,591.25565,9,wp tb,
43528,2094,1723.5556,9,tb,
43542,2096,1622.9371,1,pa and cm,
43580,2100,1136.96777,7,Treant afk,
43591,2100,1779.21097,3,tenias team ?,
43635,2103,864.34435,0,give up tiny fed,
43640,2103,1213.72565,8,fuck off,2
43649,2103,1844.32035,9,DON'T DO IT,
43651,2103,2329.10505,5,best team ever,
43654,2103,2354.52495,5,best nyx in the world,
43655,2103,2371.71685,3,"yes, i commend him ",
43657,2103,2471.92485,9,Please,
43665,2103,2512.39605,9,to be honest though this game has been quite bad,
43666,2103,2520.75785,9,"shadow demon,brood are just",
43667,2103,2527.51425,9,I don't even know what to even comment on them about really,
43669,2103,2544.03715,9,please wait,
43670,2103,2544.73955,3,"yes, it's start with your shit name ",
43676,2103,2581.89955,3,i now thats right,
43677,2103,2602.50305,9,I like how upset Bounty is,
43683,2103,2622.20355,1,report this bastard,1
43746,2105,1514.86344,4,combo wombo,
43750,2105,1534.05874,2,useless piece of shit,1
43752,2105,1547.05554,7,hes raped me on lane,2
43784,2109,-56.25293,5,That was genius!,
43817,2111,579.58351,5,this,
43823,2111,1275.41358,2,rofl,
43824,2111,1277.41308,2,good focus ,
43828,2111,1321.73558,6,dont be salty bro,
43834,2111,1372.92308,2,rofl ,
43838,2111,1448.97118,6,lol this guys are mad,
43842,2111,1932.56678,2,tactical feed ,
43850,2111,2578.03208,2,this moron ,1
43858,2111,2914.24408,6,youre back blood?,
43860,2111,2921.00028,9,hes back,
43867,2111,2930.16498,6,"reasons.,com",
43871,2111,2940.19908,6,reasons reasons reasons,
43873,2111,2951.63808,6,thats what u get faggot,1
43875,2112,-68.88318,6,he comeing,
43879,2112,-25.59375,6,he rec,
43898,2113,748.65884,8,he feed cour spam sentry in base,
43899,2113,749.32534,7,report in  lp,
43902,2113,758.58974,7,i feed it,
43905,2113,766.25454,7,these people,
43907,2113,784.25014,7,they cant even be 5k cuz they will live in 4k,
43910,2113,805.24504,3,and im proud,
43911,2113,805.57824,7,thats it,
43912,2113,820.64124,3,u losing to trash,1
43913,2113,822.37414,7,idk why im playing this acc full of 4k and 3k,
43916,2113,827.83954,3,u worse than trash,1
43917,2113,841.16954,7,ye when i win mid 2v1 :D,
43918,2113,841.96934,2,maybe coz u did not even try to play? ,
43919,2113,849.36754,2,and u are the one 4k here,
43921,2113,854.96624,7,why itry when doom feed mty cour?,
43924,2113,880.02674,2,while u can ,
43927,2113,890.29094,2,whatever really ,
43938,2113,913.68514,2,not gonna waste my time ,
43943,2113,929.34804,7,pussy and rabiits,2
43969,2114,2710.46344,1,so outplayed,
44060,2121,2344.5597,5,comend very ez mid,
44063,2122,704.40182,1,shitty team,1
44064,2122,707.93428,7,shitty lc,1
44065,2122,905.88592,2,use first,
44080,2124,719.1244,1,pudge and ss are really throwing this game eh?,
44081,2124,2715.4523,3,tryna base race,
44086,2124,2941.5557,3,that winning hook,
44158,2130,2012.0024,1,1st time i saw him doing that :O,
44159,2130,2018.0898,1,and its real,
44382,2134,225.91153,0,cancer nation,
44425,2138,2208.57473,0,i have to get both shrines,
44567,2143,14.96301,8,CERRF,
44586,2144,1267.0383,5,wp pudge,
44622,2145,-25.97221,2,happy new yeart,
44623,2145,-21.77132,2,ty :*,
44626,2145,-16.03676,2,best you,
44656,2145,1299.88986,8,this dk ratting in turbo game,
44680,2145,1634.14156,0,slow bouild,
44693,2147,-43.4894,6,hero all late haha,
44701,2147,1147.4198,5,that,
44704,2147,1158.1505,1,Don't know,
44711,2147,1593.211,6,i told start game u all ez win,
44763,2153,616.88272,2,nice fuckin hero,2
44785,2153,3043.64526,4,our invis trash,2
44791,2155,509.80887,0,whats wrong wiht,
44800,2156,-44.78906,3,merry xmas bitches,1
44814,2156,84.04614,5,thats why i like you,
44829,2156,1702.7842,9,wait my party,
44830,2156,1719.1802,7,hey,
44835,2156,2214.3172,8,report od yeah,
44842,2156,2724.9566,8,REPORT TB,
44911,2159,1822.84492,5,thos carry players xD,
44912,2159,1845.72272,5,'i only play carry',
44915,2160,2015.82196,3,stop feed,
44923,2161,1772.28405,8,IT'S NOT A GG,
44925,2162,1077.17036,3,report inv,
44927,2163,-61.05175,1,ty for waiting (:,
44940,2163,3633.23565,8,ck refrsh,
44948,2164,55.6864,3,"VERY RESPECTFULL, Doctor.",
44951,2164,55.6864,5,sry only noobs here,1
44953,2164,55.6864,5,we want to win once,
44957,2164,1588.74537,6,commend my team,
44958,2164,1590.81157,6,please,
44975,2165,2092.49085,9,any particular reason?,
44976,2165,2113.16125,3,ofc not,
44977,2165,2129.14905,9,"I mean, you lost bot to a guy that's 1000 mmr higher or so",
44978,2165,2356.25605,9,im chalking that one up to my bad ping,
45101,2168,-19.3708,7,report him,
45119,2168,852.6734,1,we'll finish quickly,
45122,2168,1033.5625,3,Why feed ?,
45125,2168,1045.0931,5,for sniper mother fucker,2
45127,2168,1074.4859,7,report him pls,
45130,2168,1089.149,1,Just for wanting to play mid,
45134,2169,-69.18311,8,asec,
45183,2174,141.13225,9,pushed lane,
45203,2174,1898.1305,6,worth 100 %,
45204,2174,2010.1788,1,tb,
45206,2174,2107.5772,9,fuck me when i  save this moron,1
45210,2174,2153.4335,6,who cares,
45213,2174,2182.2649,6,nice saves btw,
45242,2177,1728.20852,6,END IT ,
45243,2177,1904.54252,4,comend tusk,
45244,2177,1908.79032,6,SWAP COMMEND,
45267,2183,270.0674,7,FUCK U,1
45274,2183,1319.7444,7,FUCK U ,1
45331,2186,1845.10774,1,top,
45332,2186,1845.90754,1,top,
45344,2189,916.5096,9,really?,
45363,2190,1323.51013,3,owned use ,
45372,2192,1909.71413,4,5 wins in a row thanks for not breaking it <3,
45373,2193,-65.61731,9,Reported tini pls,
45376,2193,-40.29016,9,dbl mid and toss :),
45383,2193,294.42813,0,ho w the fuck,2
45393,2193,1108.02947,0,Ive found  strorms null tall,
45407,2194,2145.25743,3,he is agressiv as fuck,2
45409,2194,2153.88673,3,Just flaming the whole game,
45422,2196,443.79167,4,what a trade luna,
45443,2197,-57.31224,6,Nope,
45444,2197,-52.04445,6,Just enjoy the mode,
45446,2197,-45.30968,7,masochist,
45447,2197,-27.23916,8,5 game modes still took 5 minutes to find a match lol,
45452,2198,2195.05693,6,english?,
45460,2199,545.0336,1,HELP YOUR MID MORONS,1
45477,2199,1637.0669,8,guess i have to mid from now on,
45482,2199,1718.0429,2,URSA CURRY,
45504,2201,1390.99366,5,the fuck,2
45509,2201,1397.79206,5,oh ur a chink,
45513,2201,1402.32426,2,buirrit,0
45517,2201,1414.72126,2,of shit,1
45524,2201,1422.51936,5,rice eating shit lord,
45530,2201,1435.44946,5,the fuck is nam nam,2
45531,2201,1442.38116,5,that ur dogs name before u ate him,
45549,2201,1565.01786,5,no one knows what ur saying chink,
45560,2201,2065.76566,5,suck my balls mirana,1
45577,2202,1152.4853,7,weaver can play with his hero,
45579,2202,1330.0752,8,this trash mk in mid,1
45582,2202,1341.4058,3,4head,
45584,2202,1347.8376,0,the only lane you didnt lose was mid,
45669,2205,1134.71458,3,focus me more pussy storm,1
45671,2205,1141.04638,3,piece of shit,1
45680,2205,1729.43608,3,piece of shit,1
45687,2205,1858.04628,3,we coming for u dogs,
45703,2207,1622.6371,0,did u hear about the wombo combo CK+UDNDY ?,
45705,2207,1639.9662,0,look at them,
45707,2207,1646.6313,0,loo at those levels,
45708,2207,1732.519,2,report this ck,
45712,2207,1757.5375,2,dual off,
45786,2210,-4.4989,0,change wifi,
45787,2210,-4.4989,6,fast abu,
45790,2210,-4.4989,6,where abu?,
45797,2210,-3.73242,0,he is changing wifi in just 2 more minutes,
45806,2210,-3.73242,5,|trash invo,1
45809,2210,-3.73242,5,report invo,
45810,2210,-3.73242,8,fckign malay people,1
45817,2210,-3.73242,0,"if yes , then we all indog",1
45818,2210,-3.73242,8,malay people always said for 2 tango,
45834,2211,1311.57977,4,thanks,
45836,2212,1716.02356,5,fuck pussys ,1
45839,2212,2135.16796,9,U make this turbo the most boring turbo ever,
45840,2212,2162.99606,5,BG fucking idiots go play normal all pick,1
45845,2212,2190.75726,9,we played for fun,
45848,2212,2204.73826,9,U played like u are afraid and turtled 20 mins,
45849,2212,2205.00586,3,"yea i see, by the amount of crying",
45851,2212,2212.02976,9,gl next one low rank,
45853,2213,-9.26441,9,easy,
45854,2213,-6.93164,9,carry only,
45855,2213,9.76428,9,carry only dude,
45859,2213,1327.67576,9,easy,
45865,2214,-38.29065,7,fu too my friend,1
45874,2214,1582.41357,6,hard pusher :),
45936,2216,1558.18615,4,we waited for jak,
45938,2216,1558.18615,2,but pl wants 25 mmr,
45941,2216,1741.63575,2,what a game,
45945,2216,1801.90775,2,then u fginish,
45948,2216,1815.35355,3,wha,
45956,2216,2036.90825,4,best crono,
46015,2223,216.84708,2,report wk,
46036,2225,2867.38478,0,bb for what?,
46100,2228,3013.41719,3,Real shit sense here ,1
46105,2228,3119.04369,7,COME SLARK,
46115,2228,3169.48209,5,just helping thou,
46129,2230,-55.35315,8,what a bug,
46130,2230,-24.16077,8,guys is anyone lvl 1 or its just me lvl 2?,
46131,2230,-5.76525,3,Still better then getting recalibrated,
46136,2230,1173.14685,0,"I cant run, so I tried to hide",
46138,2230,1185.21055,6,buit you can fly.. Fkin KFC,2
46140,2230,1920.25575,7,am invoker is saying its my fault :D,
46146,2231,1709.6657,3,and report her :D,
46147,2231,1722.6432,2,report this wr 2/6,
46149,2231,2061.9658,3,and report WR,
46152,2231,2078.4218,3,and dont know how to play :D,
46164,2232,-36.29114,2,dark willow is not purple,
46165,2232,-31.55896,6,you might me slightly colour blind,
46168,2232,-22.02795,4,why ,
46172,2232,-11.76379,2,ptg is colour blind,
46224,2236,1917.62506,3,bird goes first,
46374,2244,783.37537,8,trash invo win game( ,1
46410,2247,-65.4003,0,come mid feed,
46411,2247,-58.93225,8,no fuking currier,2
46434,2247,1951.9831,9,hes my hero,
46436,2247,1960.6125,0,this noob bitch,1
46439,2247,1979.1422,0,this noob ,1
46442,2247,2042.0899,0,this noob friends,1
46496,2250,2119.9756,0,report pudge,
46583,2254,2945.07598,4,ROFL JUHGG,
46585,2254,2985.98198,0,Too easy honestly,
46586,2254,2995.41418,4,ANY TITLS?,
46591,2255,1953.3036,9,wp finnish,
46620,2259,1165.0488,1,but we ll win this game man XD,
46623,2259,1406.8565,8,a chto,
46641,2261,806.40312,4,what a hook man,
46643,2261,1189.84282,2,THIS TA ,
46646,2261,1991.02502,2,ta so trash ,1
46651,2261,2030.96112,3,yeah right,
46652,2261,2037.65052,7,meta players lul,
46653,2261,2038.78772,8,you had such a strong mid game,
46654,2261,2039.99182,3,you're just mad i can kill u with 3 hits,
46657,2261,2053.30382,7,ck players think theyre good,
46659,2261,2054.97622,3,all that farm and i kill 3 hit u,
46664,2261,2064.60902,5,"gg wp guys that was fun, im commending you all for sure!",
46676,2263,1905.19982,0,push ff,
46678,2263,1915.76902,0,no ward no shit,2
46828,2268,-292.19729,4,who would fucking ban pudge ,2
46829,2268,-287.59736,4,are you fucking srs ?,2
46830,2268,-283.330756,4,i only play pudge,
46831,2268,641.84332,6,ur carry idiots,1
46836,2268,1132.92332,6,why me,
46843,2268,1508.69832,6,sf hates me,
46856,2269,1589.58014,7,ff pls ,
46861,2269,1725.28034,7,ff pls ,
46876,2270,776.11047,4,wp team forest,
46879,2270,865.82197,4,go fororest axe,
46891,2271,-72.24902,2,im gonna pick Skywrath he didnt say,
46892,2271,-60.78515,1,we got this np,
46895,2271,-41.25659,1,can i supp with am next game guys?,
46900,2271,1891.62535,1,ty for carry skywrath,
46906,2272,1933.40428,8,how to fin with brainless fuckheads,1
46908,2272,1996.75348,8,"reprot shaker and bs please make mm a better place, gg wp",
46910,2272,2068.73198,2,gl in lower bracket,
46911,2272,2165.26078,0,why,
46913,2272,2178.30518,6,wasting your time,
46914,2272,2193.55718,0,youre waisting your as well,
46915,2272,2200.31348,7,we have enough,
46916,2272,2206.93608,0,do you value your time so low to spend it on wasting other  ppls?,
46918,2272,2253.16018,8,this bs xDDD,
46922,2273,982.22688,3,SDfdsihfdsiofdshisdfds,
46927,2273,1585.31288,8,TOTALLY FAIR,
46931,2273,1601.70888,8,another cool game,
46949,2274,542.03433,7,TANG INA NYO,1
46952,2274,553.6315,8,youtube.com/mirocj01 -----> Divine crusher,
46954,2274,706.59417,8,youtube.com/mirocj01 -----> Divine crusher,
46966,2274,1501.73327,9,counter pick pa more,
46967,2274,1533.52557,8,youtube.com/mirocj01 -----> Divine crusher,
46970,2274,1549.25507,9,youtube.com/baboy10 ----->the plays,
46972,2274,1729.64057,8,youtube.com/mirocj01 -----> Divine crusher,
46973,2274,1753.12057,8,youtube.com/mirocj01 -----> Divine crusher,
46974,2274,1774.79437,8,youtube.com/mirocj01 -----> Divine crusher,
46975,2274,1786.36707,9,counter pick pa,
46978,2274,1794.46137,8,youtube.com/mirocj01 -----> Divine crusher,
47003,2276,-79.2555,4,in winnig team,
47007,2276,-79.2555,6,big balls on sf,
47009,2276,-79.2555,4,i will win this game alone,
47010,2276,-79.2555,5,cm very good,
47011,2276,-79.2555,4,and ,
47013,2276,-79.2555,4,u will stay 4k forever,
47027,2276,325.6872,3,wp lol,
47028,2276,367.5103,3,supps where u?,
47037,2276,1492.3023,5,ty for 25,
47059,2276,2363.4664,2,5 sec anyway fool,
47063,2276,2529.4316,5,od solo gave win + pl,
47074,2277,25.86035,0,we paly later can?,
47079,2277,835.12947,6,what?,
47081,2277,850.12577,0,because he is pro,
47098,2278,497.05085,2,rofl,
47112,2280,1677.65095,1,retard pick jungle plis ,2
47277,2285,-39.82361,9,who care ,
47297,2288,2239.47157,5,offlane rhasta > sf solo mid,
47298,2288,2269.30657,0,All what u do is a net,
47300,2288,2289.04047,5,all what you do is nothing,
47328,2290,1353.9027,7,g push bro,
47330,2290,1364.9667,1,thanks nerf morp,
47335,2290,1381.2294,5,how to use ulti,
47337,2290,1397.1588,7,g straight,
47347,2290,1437.2157,7,this idiot,1
47348,2290,1443.2143,7,trying to stand up comedy,
47352,2290,1458.2106,1,hey can we end ,
47357,2290,1477.9724,2,swap commend,
47365,2292,1633.20122,2,is that,
47377,2292,2763.78332,0,thank god storm,
47378,2292,2770.00452,2,bb for what,
47382,2292,2845.92982,4,easy`,
47448,2294,1608.14062,0,NICE RAZMEN STORM?,
47470,2296,10.86402,5,GREAT JOB M*,
47488,2297,1695.20214,5,WP all,
47517,2298,1515.05875,6,aFK PLS,
47539,2299,2046.0318,9,gg wp team,
47561,2304,1635.96715,3,fucking 2x BF PA with 1.2k HP,2
47562,2304,1638.69985,3,this is sad,
47566,2304,2808.69365,3,fuck this PA,1
47570,2305,-76.14806,6,"Good luck, have fun",
47574,2305,756.0154,9,dude u will lose eventaully...what are u laughing at,
47581,2305,2196.5498,0,throne,
47585,2306,219.913,4,creeps doing,
47587,2307,2973.93642,5,u can finish it,
47620,2310,2014.5369,9,"if you rampage, it will appear on the stat and everyone will ban your hero",
47634,2311,2356.2179,4,boa time,
47736,2318,-45.98877,8,WE LOVE CHICHNYAA KAWAIII,
47836,2319,3.90083,8,no one understand you in dire,
47878,2321,1459.28674,1,COMMENT,
47990,2324,870.28756,7,cannot kill tiny,
47993,2324,1551.95436,7,for a chance in game,
48015,2327,98.97583,5,The power of Teamwork,
48020,2327,1065.17323,7,i dont know that guy,
48041,2328,1600.97577,8,what happen guys,
48050,2328,1618.67137,8,its all planted,
48051,2328,1622.73707,9,crot on your face,
48052,2328,1624.07007,8,we were talking abt this in team,
48054,2328,1633.53447,3,planted hahaha,
48057,2328,1649.39727,8,we knew void chrono everyone in his frist sight,
48068,2328,1815.52167,8,We knew it,
48073,2328,1834.45277,8,he chrono any1 in his first sight,
48075,2328,1842.01187,8,Called it,
48102,2328,3148.72967,5,the fuck are you doing,2
48103,2328,3148.72967,8,what happen,
48104,2328,3375.53557,7,cm for the nimbus,
48109,2329,85.4458,0,anyone with him?,
48114,2329,85.4458,0,is he recc>,
48130,2330,1595.07718,8,WHAT ARE THEEEESE,
48131,2330,2069.92728,8,whoops,
48135,2330,3023.67608,8,not disconnected,
48140,2330,3024.27808,8,and what with Warlock? xD,
48141,2330,3024.27808,2,his friend told it,
48142,2330,3024.27808,2,warlock moron,1
48143,2330,3024.27808,2,left and went to play rainbow six,
48144,2330,3024.27808,7,morlon warock,1
48149,2330,3024.27808,7,hey,
